1, 1
2, 2
3, 3
4, 1
5, 1
6, 4
7, 4
8, 2
9, 3
10, 1
11, 3
12, 2
13, 5
14, 4
15, 2
16, 3
17, 5
18, 4
19, 2
20, 2
21, 2
22, 1
23, 1
24, 3
25, 1
26, 2
27, 1
28, 7
29, 3
30, 2
31, 3
32, 2
33, 3
34, 2
35, 1
36, 5
37, 2
38, 2
39, 1
40, 2
41, 3
42, 1
43, 1
44, 1
45, 3
46, 1
47, 2
48, 2
49, 1
50, 1
51, 2
52, 3
53, 1
54, 3
55, 2
56, 2
57, 2
58, 1
59, 5
60, 2
61, 2
62, 1
63, 2
64, 1
65, 5
66, 2
67, 3
68, 1
69, 2
70, 1
71, 4
72, 3
73, 1
74, 3
75, 1
76, 3
77, 4
78, 2
79, 2
80, 1
81, 1
82, 4
83, 5
84, 2
85, 2
86, 1
87, 4
88, 2
89, 2
90, 3
91, 3
92, 1
93, 1
94, 1
95, 1
96, 1
97, 2
98, 1
99, 2
100, 1
