0, 999
1, 500
2, 251
3, 125
4, 65
5, 32
6, 18
7, 9
8, 7
9, 3
10, 3
11, 1
12, 7
13, 3
14, 3
15, 1
16, 3
17, 1
18, 2
19, 1
20, 5
21, 2
22, 3
23, 1
24, 3
25, 1
26, 2
27, 1
28, 5
29, 2
30, 3
31, 1
32, 3
33, 1
34, 2
35, 1
36, 4
37, 2
38, 3
39, 1
40, 3
41, 1
42, 2
43, 1
44, 6
45, 3
46, 3
47, 1
48, 3
49, 1
50, 2
51, 1
52, 5
53, 2
54, 3
55, 1
56, 3
57, 1
58, 2
59, 1
60, 5
61, 2
62, 3
63, 1
64, 3
65, 1
66, 2
67, 1
68, 4
69, 2
70, 3
71, 1
72, 3
73, 1
74, 2
75, 1
76, 10
77, 5
78, 4
79, 2
80, 4
81, 2
82, 3
83, 1
84, 6
85, 3
86, 3
87, 1
88, 3
89, 1
90, 2
91, 1
92, 6
93, 3
94, 3
95, 1
96, 3
97, 1
98, 2
99, 1
100, 5
101, 2
102, 3
103, 1
104, 3
105, 1
106, 2
107, 1
108, 7
109, 3
110, 3
111, 1
112, 3
113, 1
114, 2
115, 1
116, 5
117, 2
118, 3
119, 1
120, 3
121, 1
122, 2
123, 1
124, 5
125, 2
126, 3
127, 1
128, 3
129, 1
130, 2
131, 1
132, 4
133, 2
134, 3
135, 1
136, 3
137, 1
138, 2
139, 1
140, 7
141, 3
142, 3
143, 1
144, 3
145, 1
146, 2
147, 1
148, 5
149, 2
150, 3
151, 1
152, 3
153, 1
154, 2
155, 1
156, 5
157, 2
158, 3
159, 1
160, 3
161, 1
162, 2
163, 1
164, 4
165, 2
166, 3
167, 1
168, 3
169, 1
170, 2
171, 1
172, 6
173, 3
174, 3
175, 1
176, 3
177, 1
178, 2
179, 1
180, 5
181, 2
182, 3
183, 1
184, 3
185, 1
186, 2
187, 1
188, 5
189, 2
190, 3
191, 1
192, 3
193, 1
194, 2
195, 1
196, 4
197, 2
198, 3
199, 1
200, 3
201, 1
202, 2
203, 1
204, 9
205, 4
206, 4
207, 2
208, 4
209, 2
210, 3
211, 1
212, 6
213, 3
214, 3
215, 1
216, 3
217, 1
218, 2
219, 1
220, 6
221, 3
222, 3
223, 1
224, 3
225, 1
226, 2
227, 1
228, 5
229, 2
230, 3
231, 1
232, 3
233, 1
234, 2
235, 1
236, 7
237, 3
238, 3
239, 1
240, 3
241, 1
242, 2
243, 1
244, 5
245, 2
246, 3
247, 1
248, 3
249, 1
250, 2
251, 1
252, 5
253, 2
254, 3
255, 1
256, 3
257, 1
258, 2
259, 1
260, 4
