0, 9
1, 8
2, 10
3, 7
4, 10
5, 9
6, 11
7, 6
8, 10
9, 9
10, 11
11, 8
12, 11
13, 10
14, 12
15, 5
16, 10
17, 9
18, 11
19, 8
20, 11
21, 10
22, 12
23, 7
24, 11
25, 10
26, 12
27, 9
28, 12
29, 11
30, 13
31, 4
32, 10
33, 9
34, 11
35, 8
36, 11
37, 10
38, 12
39, 7
40, 11
41, 10
42, 12
43, 9
44, 12
45, 11
46, 13
47, 6
48, 11
49, 10
50, 12
51, 9
52, 12
53, 11
54, 13
55, 8
56, 12
57, 11
58, 13
59, 10
60, 13
61, 12
62, 14
63, 3
64, 10
65, 9
66, 11
67, 8
68, 11
69, 10
70, 12
71, 7
72, 11
73, 10
74, 12
75, 9
76, 12
77, 11
78, 13
79, 6
80, 11
81, 10
82, 12
83, 9
84, 12
85, 11
86, 13
87, 8
88, 12
89, 11
90, 13
91, 10
92, 13
93, 12
94, 14
95, 5
96, 11
97, 10
98, 12
99, 9
100, 12
101, 11
102, 13
103, 8
104, 12
105, 11
106, 13
107, 10
108, 13
109, 12
110, 14
111, 7
112, 12
113, 11
114, 13
115, 10
116, 13
117, 12
118, 14
119, 9
120, 13
121, 12
122, 14
123, 11
124, 14
125, 13
126, 15
127, 2
128, 10
129, 9
130, 11
131, 8
132, 11
133, 10
134, 12
135, 7
136, 11
137, 10
138, 12
139, 9
140, 12
141, 11
142, 13
143, 6
144, 11
145, 10
146, 12
147, 9
148, 12
149, 11
150, 13
151, 8
152, 12
153, 11
154, 13
155, 10
156, 13
157, 12
158, 14
159, 5
160, 11
161, 10
162, 12
163, 9
164, 12
165, 11
166, 13
167, 8
168, 12
169, 11
170, 13
171, 10
172, 13
173, 12
174, 14
175, 7
176, 12
177, 11
178, 13
179, 10
180, 13
181, 12
182, 14
183, 9
184, 13
185, 12
186, 14
187, 11
188, 14
189, 13
190, 15
191, 4
192, 11
193, 10
194, 12
195, 9
196, 12
197, 11
198, 13
199, 8
200, 12
201, 11
202, 13
203, 10
204, 13
205, 12
206, 14
207, 7
208, 12
209, 11
210, 13
211, 10
212, 13
213, 12
214, 14
215, 9
216, 13
217, 12
218, 14
219, 11
220, 14
221, 13
222, 15
223, 6
224, 12
225, 11
226, 13
227, 10
228, 13
229, 12
230, 14
231, 9
232, 13
233, 12
234, 14
235, 11
236, 14
237, 13
238, 15
239, 8
240, 13
241, 12
242, 14
243, 11
244, 14
245, 13
246, 15
247, 10
248, 14
249, 13
250, 15
251, 12
252, 15
253, 14
254, 16
255, 1
256, 10
257, 9
258, 11
259, 8
260, 11
261, 10
262, 12
263, 7
264, 11
265, 10
266, 12
267, 9
268, 12
269, 11
270, 13
271, 6
272, 11
273, 10
274, 12
275, 9
276, 12
277, 11
278, 13
279, 8
280, 12
281, 11
282, 13
283, 10
284, 13
285, 12
286, 14
287, 5
288, 11
289, 10
290, 12
291, 9
292, 12
293, 11
294, 13
295, 8
296, 12
297, 11
298, 13
299, 10
300, 13
301, 12
302, 14
303, 7
304, 12
305, 11
306, 13
307, 10
308, 13
309, 12
310, 14
311, 9
312, 13
313, 12
314, 14
315, 11
316, 14
317, 13
318, 15
319, 4
320, 11
321, 10
322, 12
323, 9
324, 12
325, 11
326, 13
327, 8
328, 12
329, 11
330, 13
331, 10
332, 13
333, 12
334, 14
335, 7
336, 12
337, 11
338, 13
339, 10
340, 13
341, 12
342, 14
343, 9
344, 13
345, 12
346, 14
347, 11
348, 14
349, 13
350, 15
351, 6
352, 12
353, 11
354, 13
355, 10
356, 13
357, 12
358, 14
359, 9
360, 13
361, 12
362, 14
363, 11
364, 14
365, 13
366, 15
367, 8
368, 13
369, 12
370, 14
371, 11
372, 14
373, 13
374, 15
375, 10
376, 14
377, 13
378, 15
379, 12
380, 15
381, 14
382, 16
383, 3
384, 11
385, 10
386, 12
387, 9
388, 12
389, 11
390, 13
391, 8
392, 12
393, 11
394, 13
395, 10
396, 13
397, 12
398, 14
399, 7
400, 12
401, 11
402, 13
403, 10
404, 13
405, 12
406, 14
407, 9
408, 13
409, 12
410, 14
411, 11
412, 14
413, 13
414, 15
415, 6
416, 12
417, 11
418, 13
419, 10
420, 13
421, 12
422, 14
423, 9
424, 13
425, 12
426, 14
427, 11
428, 14
429, 13
430, 15
431, 8
432, 13
433, 12
434, 14
435, 11
436, 14
437, 13
438, 15
439, 10
440, 14
441, 13
442, 15
443, 12
444, 15
445, 14
446, 16
447, 5
448, 12
449, 11
450, 13
451, 10
452, 13
453, 12
454, 14
455, 9
456, 13
457, 12
458, 14
459, 11
460, 14
461, 13
462, 15
463, 8
464, 13
465, 12
466, 14
467, 11
468, 14
469, 13
470, 15
471, 10
472, 14
473, 13
474, 15
475, 12
476, 15
477, 14
478, 16
479, 7
480, 13
481, 12
482, 14
483, 11
484, 14
485, 13
486, 15
487, 10
488, 14
489, 13
490, 15
491, 12
492, 15
493, 14
494, 16
495, 9
496, 14
497, 13
498, 15
499, 12
500, 15
501, 14
502, 16
503, 11
504, 15
505, 14
506, 16
507, 13
508, 16
509, 15
510, 17
511, 0
512, 10
513, 9
514, 11
515, 8
516, 11
517, 10
518, 12
519, 7
520, 11
521, 10
522, 12
523, 9
524, 12
525, 11
526, 13
527, 6
528, 11
529, 10
530, 12
531, 9
532, 12
533, 11
534, 13
535, 8
536, 12
537, 11
538, 13
539, 10
540, 13
541, 12
542, 14
543, 5
544, 11
545, 10
546, 12
547, 9
548, 12
549, 11
550, 13
551, 8
552, 12
553, 11
554, 13
555, 10
556, 13
557, 12
558, 14
559, 7
560, 12
561, 11
562, 13
563, 10
564, 13
565, 12
566, 14
567, 9
568, 13
569, 12
570, 14
571, 11
572, 14
573, 13
574, 15
575, 4
576, 11
577, 10
578, 12
579, 9
580, 12
581, 11
582, 13
583, 8
584, 12
585, 11
586, 13
587, 10
588, 13
589, 12
590, 14
591, 7
592, 12
593, 11
594, 13
595, 10
596, 13
597, 12
598, 14
599, 9
600, 13
601, 12
602, 14
603, 11
604, 14
605, 13
606, 15
607, 6
608, 12
609, 11
610, 13
611, 10
612, 13
613, 12
614, 14
615, 9
616, 13
617, 12
618, 14
619, 11
620, 14
621, 13
622, 15
623, 8
624, 13
625, 12
626, 14
627, 11
628, 14
629, 13
630, 15
631, 10
632, 14
633, 13
634, 15
635, 12
636, 15
637, 14
638, 16
639, 3
640, 11
641, 10
642, 12
643, 9
644, 12
645, 11
646, 13
647, 8
648, 12
649, 11
650, 13
651, 10
652, 13
653, 12
654, 14
655, 7
656, 12
657, 11
658, 13
659, 10
660, 13
661, 12
662, 14
663, 9
664, 13
665, 12
666, 14
667, 11
668, 14
669, 13
670, 15
671, 6
672, 12
673, 11
674, 13
675, 10
676, 13
677, 12
678, 14
679, 9
680, 13
681, 12
682, 14
683, 11
684, 14
685, 13
686, 15
687, 8
688, 13
689, 12
690, 14
691, 11
692, 14
693, 13
694, 15
695, 10
696, 14
697, 13
698, 15
699, 12
700, 15
701, 14
702, 16
703, 5
704, 12
705, 11
706, 13
707, 10
708, 13
709, 12
710, 14
711, 9
712, 13
713, 12
714, 14
715, 11
716, 14
717, 13
718, 15
719, 8
720, 13
721, 12
722, 14
723, 11
724, 14
725, 13
726, 15
727, 10
728, 14
729, 13
730, 15
731, 12
732, 15
733, 14
734, 16
735, 7
736, 13
737, 12
738, 14
739, 11
740, 14
741, 13
742, 15
743, 10
744, 14
745, 13
746, 15
747, 12
748, 15
749, 14
750, 16
751, 9
752, 14
753, 13
754, 15
755, 12
756, 15
757, 14
758, 16
759, 11
760, 15
761, 14
762, 16
763, 13
764, 16
765, 15
766, 17
767, 2
768, 11
769, 10
770, 12
771, 9
772, 12
773, 11
774, 13
775, 8
776, 12
777, 11
778, 13
779, 10
780, 13
781, 12
782, 14
783, 7
784, 12
785, 11
786, 13
787, 10
788, 13
789, 12
790, 14
791, 9
792, 13
793, 12
794, 14
795, 11
796, 14
797, 13
798, 15
799, 6
800, 12
801, 11
802, 13
803, 10
804, 13
805, 12
806, 14
807, 9
808, 13
809, 12
810, 14
811, 11
812, 14
813, 13
814, 15
815, 8
816, 13
817, 12
818, 14
819, 11
820, 14
821, 13
822, 15
823, 10
824, 14
825, 13
826, 15
827, 12
828, 15
829, 14
830, 16
831, 5
832, 12
833, 11
834, 13
835, 10
836, 13
837, 12
838, 14
839, 9
840, 13
841, 12
842, 14
843, 11
844, 14
845, 13
846, 15
847, 8
848, 13
849, 12
850, 14
851, 11
852, 14
853, 13
854, 15
855, 10
856, 14
857, 13
858, 15
859, 12
860, 15
861, 14
862, 16
863, 7
864, 13
865, 12
866, 14
867, 11
868, 14
869, 13
870, 15
871, 10
872, 14
873, 13
874, 15
875, 12
876, 15
877, 14
878, 16
879, 9
880, 14
881, 13
882, 15
883, 12
884, 15
885, 14
886, 16
887, 11
888, 15
889, 14
890, 16
891, 13
892, 16
893, 15
894, 17
895, 4
896, 12
897, 11
898, 13
899, 10
900, 13
901, 12
902, 14
903, 9
904, 13
905, 12
906, 14
907, 11
908, 14
909, 13
910, 15
911, 8
912, 13
913, 12
914, 14
915, 11
916, 14
917, 13
918, 15
919, 10
920, 14
921, 13
922, 15
923, 12
924, 15
925, 14
926, 16
927, 7
928, 13
929, 12
930, 14
931, 11
932, 14
933, 13
934, 15
935, 10
936, 14
937, 13
938, 15
939, 12
940, 15
941, 14
942, 16
943, 9
944, 14
945, 13
946, 15
947, 12
948, 15
949, 14
950, 16
951, 11
952, 15
953, 14
954, 16
955, 13
956, 16
957, 15
958, 17
959, 6
960, 12
961, 11
962, 13
963, 10
964, 13
965, 12
966, 14
967, 9
968, 13
969, 12
970, 14
971, 11
972, 14
973, 13
974, 15
975, 8
976, 14
977, 13
978, 15
979, 12
980, 15
981, 14
982, 16
983, 11
984, 15
985, 14
986, 16
987, 13
988, 16
989, 15
990, 17
991, 10
992, 14
993, 13
994, 15
995, 12
996, 15
997, 14
998, 16
999, 18
