1, 6
2, 5
3, 7
4, 4
5, 7
6, 6
7, 8
8, 3
9, 7
10, 6
11, 8
12, 5
13, 8
14, 7
15, 9
16, 2
17, 7
18, 6
19, 8
20, 5
21, 8
22, 7
23, 9
24, 4
25, 8
26, 7
27, 9
28, 6
29, 9
30, 8
31, 10
32, 1
33, 7
34, 6
35, 8
36, 5
37, 8
38, 7
39, 9
40, 4
41, 8
42, 7
43, 9
44, 6
45, 9
46, 8
47, 10
48, 3
49, 8
50, 7
51, 9
52, 6
53, 9
54, 8
55, 10
56, 5
57, 9
58, 8
59, 10
60, 7
61, 10
62, 9
63, 11
64, 0
65, 6
66, 5
67, 7
68, 4
69, 7
70, 6
71, 8
72, 3
73, 7
74, 6
75, 8
76, 5
77, 8
78, 7
79, 9
80, 2
81, 7
82, 6
83, 8
84, 5
85, 8
86, 7
87, 9
88, 4
89, 9
90, 8
91, 10
92, 7
93, 10
94, 9
95, 11
96, 6
97, 9
98, 8
99, 10
100, 12
