1, 1
2, 0
3, 7
4, 6
5, 7
6, 5
7, 4
8, 3
9, 2
10, 1
11, 11
12, 10
13, 11
14, 9
15, 8
16, 9
17, 7
18, 6
19, 5
20, 8
21, 9
22, 10
23, 11
24, 12
25, 7
26, 6
27, 7
28, 4
29, 7
30, 10
31, 9
32, 8
33, 6
34, 9
35, 10
36, 8
37, 10
38, 12
39, 11
40, 9
41, 7
42, 9
43, 12
44, 13
45, 11
46, 13
47, 12
48, 10
49, 12
50, 13
51, 11
52, 8
53, 10
54, 11
55, 9
56, 11
57, 10
58, 11
59, 5
60, 9
61, 10
62, 8
63, 7
64, 10
65, 9
66, 11
67, 10
68, 12
69, 11
70, 13
71, 12
72, 8
73, 12
74, 11
75, 12
76, 10
77, 9
78, 10
79, 12
80, 13
81, 14
82, 11
83, 6
84, 8
85, 9
86, 10
87, 7
88, 9
89, 11
90, 10
91, 8
92, 9
93, 11
94, 12
95, 10
96, 11
97, 3
98, 4
99, 2
100, 3
